"","knr","aar","value","knavn","Menn_ya_p","Kvinner_ya_p","Total_ya_p","inc_k1","inc_k5","uni_k_mf","uni_k_m","uni_k_f","uni_l_mf","uni_l_m","uni_l_f"
"509","0428","2016",97417,"Trysil",56.0396634615385,54.3009071004066,55.1877394636015,26.2,10.4,16.3,12.2,20.6,3.5,4.1,2.8
"510","0428","2017",100231,"Trysil",56.1676646706587,55.0155763239875,55.6030534351145,25.4,11.1,17.1,12.9,21.5,3.6,4.3,2.9
"511","0429","2008",55301,"Åmot",59.3466424682396,55.2470588235294,57.3342573342573,28.5,11.3,15.4,12.4,18.5,3.2,4.1,2.3
"512","0429","2009",58007,"Åmot",58.9186691312384,55.2930056710775,57.1261682242991,28.1,11.9,15.4,12.1,18.8,3,3.8,2.2
"513","0429","2010",59078,"Åmot",58.5377140212864,55.0376647834275,56.8028004667445,27.8,11.5,15.8,12.2,19.4,2.9,3.5,2.3
"514","0429","2011",60810,"Åmot",58.9895311788803,55.5188679245283,57.2851517257355,27.1,11.6,16.2,12.7,19.9,3.3,3.9,2.6
"515","0429","2012",62926,"Åmot",58.7073608617594,55.9981033665244,57.3899008531243,25.8,11.2,16.7,12.1,21.5,3.2,3.7,2.7
"516","0429","2013",66327,"Åmot",59.4666666666667,55.8259241927936,57.6931844084796,24.7,11.3,17.5,12.9,22.3,3.3,3.8,2.7
"517","0429","2014",65157,"Åmot",58.6312118570183,55.9463211476168,57.3288439955107,24.6,11.6,17.7,13.4,22.2,3.7,3.9,3.5
"518","0429","2015",66930,"Åmot",58.514335360556,54.7818012999072,56.7100538599641,24.5,11.9,18,13.5,22.8,3.5,3.6,3.3
"519","0429","2016",70140,"Åmot",59.7027972027972,55.3012610929472,57.5750733799955,25.4,11.6,19.3,14.6,24.3,3.4,3.4,3.3
"520","0429","2017",68516,"Åmot",59.8462195642888,55.5810748736794,57.7910579902612,26.2,11.5,19.1,14,24.7,3.6,3.7,3.4
"521","0437","2008",106001,"Tynset",57.7039274924471,54.6148255813954,56.1296296296296,20.7,14.9,18.8,13.1,24.4,4.2,5.8,2.7
"522","0437","2009",110136,"Tynset",56.8096313017306,54.9598832968636,55.8703703703704,21.1,14.4,19.3,13.2,25.1,4.4,6,3
"523","0437","2010",110420,"Tynset",57.2277963582311,55.2340121471954,56.2112932604736,20.9,15.4,19.3,13,25.4,4.6,6,3.4
"524","0437","2011",114067,"Tynset",57.4169741697417,55.1885098743268,56.287534121929,22,14.5,20.2,13.9,26.2,4.7,5.7,3.8
"525","0437","2012",113071,"Tynset",57.4329224075417,55.0249465431219,56.2185478073329,21.5,14.3,20.7,14.3,26.8,5.1,6,4.3
"526","0437","2013",113757,"Tynset",57.4909090909091,55.1418439716312,56.3016157989228,21.5,14.8,21.2,14.5,27.7,5.3,6.3,4.3
"527","0437","2014",114149,"Tynset",57.2155579789168,54.9320943531094,56.0641557037304,21.6,14.3,21.9,15.3,28.5,5.8,6.8,4.8
"528","0437","2015",110208,"Tynset",57.075642417662,54.8052876027153,55.933117583603,21.5,15.1,21.7,14.9,28.5,5.7,6.5,4.8
"529","0437","2016",111948,"Tynset",56.5813198701767,54.5422158888493,55.5555555555556,21.7,15.1,22.2,15.3,28.9,5.8,6.3,5.3
"530","0437","2017",111956,"Tynset",57.0140641904075,54.9270722162931,55.9634670487106,22.2,16.2,22.7,15.7,29.4,6.1,6.6,5.7
"531","0501","2008",91182,"Lillehammer",58.9258638576331,57.9539448848622,58.4264432029795,22.5,16.9,25.9,21.1,30.2,7.4,10.4,4.6
"532","0501","2009",92385,"Lillehammer",58.8898525585429,57.9986588182699,58.4316579834508,22,17.2,26.2,21.4,30.5,7.7,10.6,5
"533","0501","2010",93722,"Lillehammer",59.08026233604,58.1669490901054,58.6103635191994,21.9,17.3,26.8,22,31.2,8,10.8,5.5
"534","0501","2011",96398,"Lillehammer",59.1304347826087,57.9869987583084,58.5412667946257,21.5,17.3,27.3,22.5,31.7,8.3,11,5.9
"535","0501","2012",97735,"Lillehammer",59.0222971419815,57.7366195129065,58.3635344666542,21.9,17.3,27.6,22.8,31.9,8.6,11.2,6.1
"536","0501","2013",98806,"Lillehammer",58.9258351210542,57.5590665313814,58.2234636871508,20.4,17.9,28.1,23.1,32.7,8.9,11.4,6.7
"537","0501","2014",104326,"Lillehammer",59.0926362185576,58.0142764438676,58.5392925854669,20.9,17.9,28.3,23.2,33.1,9.5,11.8,7.3
"538","0501","2015",106740,"Lillehammer",59.2964824120603,57.7289324837116,58.4945054945055,20.3,18.4,28.7,23.6,33.5,9.7,11.9,7.6
"539","0501","2016",109552,"Lillehammer",59.291837495341,57.8266126164569,58.5420002911632,20.5,18.8,29.2,24,34.1,10,12,8.2
"540","0501","2017",110806,"Lillehammer",59.3950571744744,57.9713201180936,58.6659947446096,20.6,19.1,29.5,24.4,34.2,10.5,12.3,8.8
"541","0502","2008",81033,"Gjøvik",60.8410743861165,57.8673511863466,59.3265255644677,22.8,14.5,19.5,16.2,22.6,4.2,5.6,3
"542","0502","2009",82650,"Gjøvik",60.8871827681808,57.7557755775578,59.2953759043724,23,14.4,19.9,16.3,23.3,4.5,5.8,3.2
"543","0502","2010",84169,"Gjøvik",60.3655536028119,57.8315731724043,59.0828618044225,23.3,14.7,20.4,16.6,23.9,4.7,5.9,3.5
"544","0502","2011",85469,"Gjøvik",60.0938638274026,57.7629609470676,58.9114378408228,23.2,14.6,20.7,17,24.3,4.9,6,3.9
"545","0502","2012",88405,"Gjøvik",60.4210087536474,57.4486763911399,58.9137730292446,23.3,14.2,21.2,17.3,24.9,5.1,6.1,4.1
"546","0502","2013",90447,"Gjøvik",60.2399725745629,57.5833220887869,58.9009419525963,23.7,14.2,21.7,17.6,25.6,5.3,6.3,4.3
"547","0502","2014",94848,"Gjøvik",59.8290018321232,57.8326970732034,58.8243225023595,23.2,14.7,22.3,18.2,26.3,5.8,6.8,4.9
"548","0502","2015",95303,"Gjøvik",59.8370508882062,57.6048777254954,58.7166949406247,23,15.1,22.8,18.6,26.9,6,6.9,5.2
"549","0502","2016",97039,"Gjøvik",59.5089581950896,57.2509457755359,58.380064372698,22.9,16,23.2,18.8,27.5,6.4,7.1,5.7
"550","0502","2017",97574,"Gjøvik",59.3715000988207,57.0541611624835,58.2143210528052,22.7,15.9,23.5,19.3,27.6,6.4,7,5.8
"551","0516","2008",77429,"Nord-Fron",58.1331503088538,57.2073636679403,57.6730536854825,23.9,14.5,13.8,10.1,17.5,2.2,2.9,1.4
"552","0516","2009",77274,"Nord-Fron",58.1252138214164,56.8995481404241,57.5172413793103,23.6,13.6,14,10.1,17.8,2.3,3,1.7
"553","0516","2010",74574,"Nord-Fron",57.381520627344,56.1562608998954,56.7758620689655,23.4,13.5,14.2,10.2,18.1,2.4,2.9,1.9
"554","0516","2011",74756,"Nord-Fron",57.9445571331981,56.0848400556328,57.0277682550566,23.5,12.5,14.7,10.6,18.8,2.6,3.1,2
"555","0516","2012",74414,"Nord-Fron",57.6962283384302,55.3862140630412,56.5523156089194,23.6,13.4,15.3,10.9,19.8,2.6,3.1,2.2
"556","0516","2013",77227,"Nord-Fron",57.1379781420765,55.5363918592618,56.3411704135919,23.8,14.6,15.9,11,20.7,2.7,3.1,2.4
"557","0516","2014",82730,"Nord-Fron",56.0386473429952,55.4237879316359,55.7328707718994,23.7,14.8,16.1,11.4,20.9,3,3.3,2.6
"558","0516","2015",78669,"Nord-Fron",55.968352253182,54.7593958552863,55.3701772679875,24.1,14.5,16.3,10.9,21.8,3.1,3.6,2.7
"559","0516","2016",81642,"Nord-Fron",56.1009332872451,54.4241573033708,55.2691168785926,24.1,14.4,16.7,11.5,22.1,3.1,3.3,2.9
"560","0516","2017",91746,"Nord-Fron",55.824403733149,53.7455830388693,54.7964354359602,25.3,14,17.4,12.1,22.7,3.1,3.3,2.9
"561","0517","2008",87315,"Sel",57.4172185430464,55.2763819095477,56.353039134055,22.5,11.1,12.5,9.1,15.9,1.9,2.5,1.3
"562","0517","2009",87416,"Sel",57.227919285478,55.2473262032086,56.2427265170407,23.8,10,12.8,9.1,16.4,2.2,2.6,1.7
"563","0517","2010",86822,"Sel",56.773766147731,55.4026845637584,56.0926821136856,24,10.7,13.1,9.5,16.8,2.3,2.9,1.8
"564","0517","2011",86014,"Sel",57.0394736842105,54.9257759784076,55.9960026648901,23.5,10.5,13.8,10.1,17.6,2.3,2.8,1.9
"565","0517","2012",90203,"Sel",56.9499341238472,55.1082543978349,56.041388518024,24.2,10.4,14.7,10.5,18.9,2.4,2.9,2
"566","0517","2013",85830,"Sel",56.9813829787234,54.6875,55.8467741935484,24.8,11.3,14.8,10.6,19.2,2.5,3,2
"567","0517","2014",89256,"Sel",57.2422936692078,55.1910720324653,56.2269835955808,25.1,11,14.9,10.7,19.4,2.8,3,2.5
"568","0517","2015",92473,"Sel",57.1334431630972,54.8805460750853,56.0268231349539,25.2,11,15.1,10.7,19.8,3.1,3.3,2.8
"569","0517","2016",91530,"Sel",57.0099667774086,53.7777777777778,55.4170176916596,25.3,11.1,15.4,11,19.9,3.4,3.6,3.1
"570","0517","2017",90485,"Sel",56.9369973190349,53.3083219645293,55.1386071670047,23.9,11.6,16,11.3,20.7,3.2,3.5,3
"571","0520","2008",56211,"Ringebu",58.3992963940194,54.251550044287,56.3327449249779,23.2,13.3,12.9,9.5,16.2,2.8,3.2,2.4
"572","0520","2009",63542,"Ringebu",58.4249890013198,54.5936395759717,56.5131143927706,24.7,12.3,13,9.6,16.4,3,3.2,2.8
"573","0520","2010",65671,"Ringebu",58.0376697328077,54.0097474523704,56.0352422907489,25,13.1,13.5,9.8,17.1,3.1,3.3,2.8
"574","0520","2011",67094,"Ringebu",59.0265486725664,53.9634146341463,56.4749780509219,24.4,12.3,14.1,10.2,18,2.9,3,2.7
"575","0520","2012",68475,"Ringebu",58.6994727592267,54.0481400437637,56.369217276913,24.1,12.2,14.3,9.9,18.7,2.9,2.9,2.9
"576","0520","2013",71422,"Ringebu",58.5376727596968,54.1056369285397,56.3167259786477,25.9,13.2,14.4,10.1,18.5,2.9,2.8,3
"577","0520","2014",74928,"Ringebu",58.2631812140009,53.7086684539768,55.9955506117909,25.4,12.1,14.9,10.9,19,3.2,3,3.4
"578","0520","2015",77230,"Ringebu",58.0905423576871,52.8725314183124,55.4832922179861,26.1,13.3,15.2,10.8,19.8,3.4,3.6,3.3
"579","0520","2016",90473,"Ringebu",57.850133809099,53.2882882882883,55.5804571940834,25.4,13.1,15.8,11.2,20.5,3.6,3.5,3.7
"580","0520","2017",83582,"Ringebu",57.3653760569648,52.8159645232816,55.0866281652599,24.2,14.3,16.2,11.1,21.3,3.7,3.4,4
"581","0521","2008",46868,"Øyer",58.3631307111641,55.9286898839138,57.1718401298438,18.6,16,16.1,12.2,20.2,3.5,4.4,2.6
"582","0521","2009",52592,"Øyer",59.0818363273453,56.2189054726368,57.6774455969087,19.1,15,16.4,12.4,20.7,3.6,4.6,2.5
"583","0521","2010",52857,"Øyer",59.4743036484896,56.5022421524664,58.0167932826869,21.1,14.6,16.5,12.3,20.9,3.7,4.5,2.9
"584","0521","2011",51379,"Øyer",59.7003457548982,56.8501406187224,58.3071484681854,20.8,14.3,17,12.6,21.6,3.9,4.8,3
"585","0521","2012",53836,"Øyer",60.2834163155879,56.4009661835749,58.3905789990187,22.3,14,17.3,12.7,22.2,4.1,5,3.2
"586","0521","2013",55711,"Øyer",60.6938619900877,56.3130294473578,58.5652685221482,22.5,15.3,17.7,13.1,22.5,4.1,4.9,3.2
"587","0521","2014",58853,"Øyer",60.5828220858896,56.204673650282,58.4479371316306,22.3,14.9,18.4,13.6,23.4,4.7,5.5,3.9
"588","0521","2015",62591,"Øyer",60.7919254658385,56.7296102852551,58.7956564659427,22.4,15.2,18.6,13.2,24.1,5,5.6,4.3
"589","0521","2016",65847,"Øyer",60.419091967404,56.7535070140281,58.6159305993691,21.5,15.7,19,13.6,24.7,5.1,5.6,4.5
"590","0521","2017",72266,"Øyer",60.2787456445993,56.6626650660264,58.5005903187721,21.7,15.5,19.6,13.8,25.6,5.5,6.4,4.5
"591","0522","2008",38908,"Gausdal",57.0123939986954,55.5337904015671,56.2734540708109,21.3,14.3,12.5,8.3,16.6,2.5,3,2.1
"592","0522","2009",41660,"Gausdal",57.2967678746327,55.2509907529723,56.279757018552,21.4,13.9,13.2,9.1,17.3,2.7,3.2,2.2
"593","0522","2010",42857,"Gausdal",57.1936631102489,55.755985569039,56.4799739498535,20.3,13.4,14,9.6,18.4,2.9,3.4,2.4
"594","0522","2011",44211,"Gausdal",56.7837576538833,55.4641211323239,56.1309233023937,21.9,13.4,14.8,10.1,19.5,2.7,3.1,2.4
"595","0522","2012",45311,"Gausdal",56.0702875399361,55.1815181518152,55.6331168831169,20.7,13.6,14.9,10.5,19.4,2.9,3,2.9
"596","0522","2013",47950,"Gausdal",56.111645813282,54.6296296296296,55.3818596319818,20.6,13.9,15.2,10.6,19.9,3.3,3.3,3.3
"597","0522","2014",48844,"Gausdal",56.4207221350078,54.4888597640891,55.4753888087221,19.7,13.3,15.7,10.7,20.7,3.5,3.6,3.5
"598","0522","2015",51683,"Gausdal",56.5586662472476,55.031342791158,55.8132045088567,19.4,13.3,16.6,11.2,22.1,3.7,3.8,3.6
"599","0522","2016",53068,"Gausdal",57.0625,54.8728113643872,55.9980729083026,19.3,13.9,16.9,11.5,22.5,3.8,3.9,3.8
"600","0522","2017",53225,"Gausdal",57.2595851665619,55.0628722700199,56.1895551257253,18.9,14,17.1,11.5,23,3.9,4,3.9
"601","0528","2008",40938,"Østre Toten",59.0280687054881,56.0153466703206,57.5074348156857,21.2,14.9,16,12,19.9,2.9,3.8,2
"602","0528","2009",43406,"Østre Toten",59.2313067784766,56.0131344917225,57.6050884955752,21.2,14.6,16.1,12,20,3,3.8,2.2
"603","0528","2010",43303,"Østre Toten",59.2561638111158,55.7160376073034,57.4665931946549,21.4,14.6,16.4,12,20.7,3.1,3.8,2.4
"604","0528","2011",43241,"Østre Toten",59.1718426501035,56.0674004620193,57.6075047932073,22.5,14.3,16.8,12.2,21.3,3.2,3.9,2.6
"605","0528","2012",42586,"Østre Toten",58.8371459694989,55.7746859381332,57.2997897877534,22.4,14,17.1,12.4,21.8,3.4,4,2.9
"606","0528","2013",43011,"Østre Toten",58.9285714285714,56.0075942500678,57.4698631992415,22.2,13.5,17.6,12.8,22.4,3.5,3.9,3
"607","0528","2014",42946,"Østre Toten",58.4961595472308,55.7504078303426,57.1293225959261,22.8,14,17.9,13.1,22.6,3.9,4.3,3.5
"608","0528","2015",44467,"Østre Toten",58.7523527830062,55.4226692035879,57.0965125709651,22.9,14,18.2,13.4,23.1,4,4.3,3.8
"609","0528","2016",45760,"Østre Toten",58.9682223108629,55.2200406228842,57.1112303770294,21.8,14.7,18.7,13.7,23.9,4.5,4.7,4.2
"610","0528","2017",46351,"Østre Toten",59.3775046753941,55.0601270098635,57.2311412641902,21.3,14.9,19.1,13.9,24.4,4.5,4.6,4.3
"611","0529","2008",44665,"Vestre Toten",60.6008178672539,57.9416918910307,59.2797783933518,19.4,14,15.1,12.1,18.1,2.3,3.4,1.3
"612","0529","2009",47145,"Vestre Toten",60.8163265306122,57.6134930643127,59.2181846783074,20,13,15.4,12.1,18.8,2.5,3.5,1.5
"613","0529","2010",47061,"Vestre Toten",60.3723404255319,57.2750078394481,58.8253719655442,19.7,12.8,15.4,12.1,18.7,2.5,3.4,1.6
"614","0529","2011",47306,"Vestre Toten",59.8688319800125,56.7744960150023,58.3222682183863,19.4,12.8,15.6,12,19.2,2.7,3.4,1.9
"615","0529","2012",47377,"Vestre Toten",59.3160012380068,56.6037735849057,57.9594678217822,20.2,12.1,15.8,11.7,20,2.7,3.3,2
"616","0529","2013",48901,"Vestre Toten",59.1153432652434,56.4118372379778,57.7659819986153,21.5,12.1,16.3,12.1,20.5,2.7,3.2,2.2
"617","0529","2014",53792,"Vestre Toten",58.954089388872,56.2875173156842,57.6290630975143,21.5,12.2,16.9,12.5,21.2,3.1,3.5,2.7
"618","0529","2015",55658,"Vestre Toten",58.9483255038642,56.1117045627957,57.5349756690998,20.5,12.6,17.2,12.7,21.7,3.3,3.6,2.9
"619","0529","2016",56695,"Vestre Toten",58.8931008339651,55.7630979498861,57.3292867981791,20.1,13.6,17.7,13.1,22.4,3.4,3.6,3.1
"620","0529","2017",57136,"Vestre Toten",59.136712287562,55.5130168453293,57.3412246756203,20.1,13.3,18,13.2,22.9,3.7,3.8,3.5
"621","0532","2008",43015,"Jevnaker",58.9005235602094,56.6875,57.7685421994885,20.3,15.5,15.5,12.3,18.4,2.3,3.3,1.5
"622","0532","2009",44343,"Jevnaker",59.2482690405539,57.147296457427,58.1666933290674,19.8,15.4,15.8,12.5,19,2.5,3.4,1.6
"623","0532","2010",46167,"Jevnaker",59.5494613124388,57.2230889235569,58.3599234205488,19.6,15.6,16.1,12.7,19.4,2.5,3.3,1.7
"624","0532","2011",47599,"Jevnaker",59.3649775497113,56.4640543042271,57.8864601352414,19,15.2,16.5,12.9,20,2.6,3.2,2
"625","0532","2012",45255,"Jevnaker",59.1575663026521,56.7419158023185,57.9361406756131,19.9,15.1,17,13.2,20.6,2.7,3.2,2.2
"626","0532","2013",44883,"Jevnaker",58.8456712672522,55.6511056511056,57.2315332091868,20.8,14.9,16.9,12.8,21,3.1,3.7,2.6
"627","0532","2014",45189,"Jevnaker",58.5864848109113,55.6838905775076,57.1209330877839,20.7,14.8,17.7,13,22.4,3.1,3.9,2.4
"628","0532","2015",46931,"Jevnaker",58.0526638089406,55.9255925592559,56.9783300500076,20.4,15.1,17.6,12.7,22.4,3.4,4.1,2.8
"629","0532","2016",49743,"Jevnaker",58.4554334554335,56.0990158067402,57.2635389953236,20.6,15.4,18.3,13.4,23,3.6,3.9,3.3
"630","0532","2017",51286,"Jevnaker",58.8483569490503,55.9337081976916,57.3775388291517,20.6,16.1,18.9,13.8,23.9,3.9,4.2,3.7
"631","0533","2008",21636,"Lunner",61.8881929946648,58.9923023093072,60.4442893696208,15.9,21.2,15.6,12.5,18.8,3.8,4.8,2.7
"632","0533","2009",25027,"Lunner",62.0681605975724,58.3411433926898,60.2081384471469,16,20.9,16.2,12.9,19.4,4,5,3
"633","0533","2010",28202,"Lunner",61.9312906220984,58.3643988816403,60.1511627906977,16,20.3,17,13.5,20.5,3.9,5,2.9
"634","0533","2011",31806,"Lunner",62.1198156682028,58.2522021325916,60.19181881211,15.6,19.9,17.3,13.7,21,4.1,5,3.2
"635","0533","2012",31479,"Lunner",60.9634174051352,58.9485714285714,59.9589790337284,16.1,19.7,18.2,14.3,22,4.3,5.2,3.4
"636","0533","2013",33648,"Lunner",60.3964856949763,59.0182391353299,59.7072072072072,17,19,18.7,14.3,23.1,4.4,5.4,3.4
"637","0533","2014",32598,"Lunner",59.8931671488983,58.6230096434178,59.2605004468275,17.4,19.4,19,14.4,23.6,4.7,5.5,3.9
"638","0533","2015",34449,"Lunner",59.6265006669631,58.6015538290788,59.1136287904032,17.2,19.6,19.8,14.9,24.6,5,5.7,4.3
"639","0533","2016",35887,"Lunner",59.0598101964246,58.8300465322402,58.9451570101725,18.1,19.8,19.9,14.9,24.9,5.2,5.8,4.5
"640","0533","2017",36249,"Lunner",59.2568306010929,58.4905660377358,58.8766519823789,17.8,19.7,19.8,14.6,25.2,5.4,5.9,5
"641","0534","2008",72275,"Gran",59.7759361571516,55.1026524801439,57.4114792630222,19.7,16.9,14.5,11,17.9,3,3.8,2.1
"642","0534","2009",73118,"Gran",59.9021257072947,55.4058101227913,57.6303245819778,20.9,16.6,14.8,11.3,18.3,3.1,3.9,2.3
"643","0534","2010",74497,"Gran",60.1688527061661,55.260029717682,57.6966250093542,20.9,16.2,15.2,11.5,18.8,3.2,4,2.4
"644","0534","2011",74581,"Gran",60.0511201323109,55.4769276131505,57.7415512877773,20.6,16.8,15.7,12.1,19.2,3.3,4,2.6
"645","0534","2012",77662,"Gran",59.8745144905886,55.5817031916458,57.7114059141777,20,16,16,12.2,19.7,3.4,4,2.9
"646","0534","2013",79739,"Gran",59.6467794597804,55.1379917792132,57.380073800738,21.2,15.9,16.2,12.3,20,3.6,4.1,3.1
"647","0534","2014",83737,"Gran",59.6153846153846,55.3234993427779,57.4557213199089,21.6,16.2,16.7,12.8,20.6,3.9,4.4,3.5
"648","0534","2015",84366,"Gran",58.8606665687858,55.3535059645039,57.0990135184509,21.4,16.3,16.8,12.4,21.1,4.2,4.5,3.9
"649","0534","2016",85251,"Gran",58.6542718016822,54.9002601908066,56.7579408543264,21.3,16.7,17.3,12.8,21.7,4.1,4.5,3.8
"650","0534","2017",88054,"Gran",58.2648267762772,54.7643219724438,56.5039760706209,21.3,17.1,17.6,12.8,22.3,4.4,4.6,4.1
"651","0536","2008",26623,"Søndre Land",58.8536335721597,56.7419575633128,57.7994191013156,24.5,9.6,13.5,9.5,17.4,2.5,3.1,1.9
"652","0536","2009",27711,"Søndre Land",58.7431693989071,56.5005228302544,57.6332585820252,24.7,9.7,14.1,9.8,18.5,2.5,3,2
"653","0536","2010",28336,"Søndre Land",59.1186440677966,56.5186997553303,57.8385819996558,26,10,14.1,9.7,18.5,2.5,3.1,1.9
"654","0536","2011",29711,"Søndre Land",59.63794837412,55.7463209530484,57.7351379133116,25.4,9.6,14.6,10.2,19.1,2.4,3,1.8
"655","0536","2012",32548,"Søndre Land",60.0409137401978,55.4101838755304,57.7677486547474,25.9,9,15,10.2,19.8,2.6,3.3,1.9
"656","0536","2013",32729,"Søndre Land",59.2350103376981,56.015708675473,57.6538663861126,26.3,9.4,14.9,10.5,19.5,2.8,3.3,2.2
"657","0536","2014",32231,"Søndre Land",59.0175197526623,56.5591397849462,57.8144185230661,26.4,9.3,15.5,11,20.3,3.2,3.5,2.9
"658","0536","2015",33651,"Søndre Land",59.6644295302013,56.1604584527221,57.969507969508,25,10.1,15.9,11.2,20.7,3.5,3.8,3.2
"659","0536","2016",32118,"Søndre Land",58.9605129935876,56.2075134168157,57.624175060785,24.3,9.6,16.8,11.9,22,3.5,3.9,3
"660","0536","2017",32677,"Søndre Land",58.6466165413534,56.5747044070226,57.6351233164247,24.3,10.9,17,11.8,22.5,3.7,3.9,3.4
"661","0538","2008",74818,"Nordre Land",58.5321100917431,55.5258467023173,57.0072332730561,25.3,10.1,12.4,9,15.7,1.7,2.2,1.2
"662","0538","2009",77542,"Nordre Land",59.0079123554474,55.4507955215085,57.2005988023952,25.9,9.7,12.5,8.9,16,1.7,2.2,1.2
"663","0538","2010",76676,"Nordre Land",58.897014015844,55.3392330383481,57.0893285371703,25.4,9.8,12.9,9.1,16.6,1.8,2.3,1.3
"664","0538","2011",77448,"Nordre Land",58.5883065737655,54.8462664714495,56.685527099464,26,9.9,13.3,9.7,16.8,1.8,2.3,1.4
"665","0538","2012",76987,"Nordre Land",58.622754491018,54.3173862310385,56.4420803782506,26.2,9.6,13.5,9.7,17.3,1.9,2.3,1.6
"666","0538","2013",75862,"Nordre Land",58.0132052821128,54.2907180385289,56.1260728026043,26.3,9.6,14.1,10.1,17.9,2,2.3,1.7
"667","0538","2014",77981,"Nordre Land",58.9016294508147,54.3709391612522,56.6119402985075,26.1,10.3,14.7,10.7,18.6,2.2,2.5,2
"668","0538","2015",73680,"Nordre Land",58.5590949687407,54.5104998521148,56.5281899109792,25.5,10.5,14.9,10.7,19.2,2.4,2.5,2.3
"669","0538","2016",77636,"Nordre Land",58.8148148148148,54.4431279620853,56.6286476077618,25.6,10.3,15.1,10.6,19.7,2.6,2.7,2.4
"670","0538","2017",78248,"Nordre Land",58.2716780112459,54.3311726576311,56.2970618632807,25.1,10.8,15.6,11,20.2,2.8,2.8,2.7
"671","0542","2008",132919,"Nord-Aurdal",60.2215189873418,57.5702075702076,58.8719701678061,23,13.6,16.2,12.4,19.9,3,4,2.1
"672","0542","2009",136836,"Nord-Aurdal",60.8040201005025,57.5145393327211,59.1381181212215,23.7,13.4,16.7,13.3,20.1,3.1,4.1,2.1
"673","0542","2010",137055,"Nord-Aurdal",60.690737833595,57.6160990712074,59.1426344505066,23.3,13.3,16.9,13.3,20.3,3.4,4.4,2.5
"674","0542","2011",133331,"Nord-Aurdal",60.1758793969849,57.8931013051585,59.0284286160575,24.1,12.9,17,12.6,21.3,3.3,4.3,2.4
"675","0542","2012",134446,"Nord-Aurdal",59.5364860632634,57.4961360123648,58.5096453018046,24.5,12.3,17.4,12.9,21.7,3.6,4.4,2.8
"676","0542","2013",139271,"Nord-Aurdal",59.2035120727501,57.0314936077331,58.1144465290807,25,11.9,17.7,13,22.4,3.7,4.3,3.2
"677","0542","2014",140551,"Nord-Aurdal",59.1364205256571,57.4045327538032,58.267103007636,25.8,11.9,18.2,13.6,22.8,4.2,4.6,3.7
"678","0542","2015",146189,"Nord-Aurdal",58.3462853590301,56.9405971068021,57.6399628827714,25.4,12.1,18.5,13.4,23.5,4.2,4.5,3.9
"679","0542","2016",153459,"Nord-Aurdal",57.4876237623762,56.2306261624303,56.8597088882007,24.2,13.2,19.1,13.7,24.4,4.3,4.9,3.7
"680","0542","2017",154808,"Nord-Aurdal",57.4984634296251,55.3770086526576,56.4406779661017,23.5,13.3,19.6,14,25.3,4.5,4.6,4.3
"681","0602","2008",83968,"Drammen",62.1853877246017,58.9857998957791,60.5519993349406,20.8,17.7,20.7,18.7,22.6,5.4,7.2,3.7
"682","0602","2009",84570,"Drammen",62.0537491705375,59.1620022389253,60.5813858806286,21.1,17.7,21.2,19.1,23.2,5.7,7.5,4
"683","0602","2010",84350,"Drammen",61.8531889290012,59.0024827932996,60.4034139948215,21,17.9,21.7,19.3,24,6,7.7,4.4
"684","0602","2011",87223,"Drammen",61.7025365103766,59.0024105321713,60.3283948287251,21,17.7,22.1,19.5,24.5,6.4,8,4.9
"685","0602","2012",89513,"Drammen",61.4645179530676,58.6619460383348,60.0430360543059,20.9,17.8,22.5,19.9,25,6.9,8.4,5.4
"686","0602","2013",89539,"Drammen",61.3282579766657,58.5042219541616,59.897973210331,21.6,17.2,22.9,20.2,25.4,7.1,8.6,5.7
"687","0602","2014",92289,"Drammen",61.1436592212865,58.3158901979547,59.7154680279095,22.1,17.4,23.2,20.5,25.9,7.8,9.2,6.5
"688","0602","2015",93854,"Drammen",61.0878282630325,58.2321486602263,59.6454578011221,21.9,17.4,23.5,20.4,26.4,8.4,9.7,7.1
"689","0602","2016",94636,"Drammen",60.8637498513851,58.2698315377653,59.555195522498,21.9,17.6,23.8,20.6,26.9,8.7,9.9,7.6
"690","0602","2017",96469,"Drammen",60.8395324123273,57.9986661640618,59.4064040489739,21.3,18.1,24.1,20.8,27.4,9,10.1,8
"691","0604","2008",74047,"Kongsberg",62.0857780348732,59.4233355749832,60.7659290744676,17,24.5,23.9,22.3,25.4,8,11.5,4.5
"692","0604","2009",73597,"Kongsberg",61.9589977220957,59.1033170651005,60.5430458143636,16.9,24.5,24.5,22.7,26.3,8.2,11.6,4.8
"693","0604","2010",74430,"Kongsberg",61.6697380017627,58.9879833237963,60.3423160961398,17.1,24.7,24.8,22.8,26.8,8.5,11.9,5.2
"694","0604","2011",74626,"Kongsberg",61.0685212992966,58.9129211224572,60,17.2,24.4,25.2,23.2,27.3,9.2,12.5,5.8
"695","0604","2012",75243,"Kongsberg",61.0908526650632,58.6100079428118,59.8649868519173,16.8,24.5,25.4,23.4,27.5,9.7,13,6.4
"696","0604","2013",74750,"Kongsberg",60.9264470981973,58.3124018838305,59.639973731989,17.4,24.1,25.8,23.5,28.2,10,13,6.8
"697","0604","2014",76889,"Kongsberg",60.6770056665673,58.0652608896414,59.3918048928274,17.2,23.7,26.1,23.6,28.6,10.9,13.7,8
